iter,MH,MW,MAG,ROT,LW1,LW2,Theta1,Theta2,I0,I1,I2,phi0,phi1,phi2
830,0.010388,0.022759,0.007347,14,0.002137,0.002321,20.57,0.42314,10.15,10.79,9.84,-2.53,-2.71,-2.04000000000001
831,0.002386,0.019098,0.013596,7.54,0.001463,0.003245,18.55,0.266041,9.14,9.34,10.1,2.97,4.02,4.88
832,0.004325,0.024357,0.0113,6.17,0.001237,0.003572,20.37,0.356452,10.47,10.05,9.59,4.87,-4.72,0.25
833,0.01094,0.017571,0.007553,12.29,0.00241,0.002996,18.26,0.32507,9.47,9.57,10.35,-4.68,3.57,-3.06999999999999
834,0.007867,0.022013,0.013996,1.18,0.002994,0.002196,21.82,0.186572,9.72,9.01,10.89,-0.75,-1.98,3.34
835,0.004868,0.016164,0.005248,17.24,0.001664,0.00337,19.81,0.529954,10.73,10.61,9.19,0.94,0.68,-1.16
836,0.005485,0.023369,0.014863,10.38,0.002583,0.00303,20.2,0.382514,10.34,9.4,9.06,2.16,2.61,2.59999999999999
837,0.007249,0.019706,0.006117,6.83,0.001755,0.002419,18.18,0.28912,9.34,10.97,10.76,-2.36,-3.81,-0.400000000000006
838,0.003712,0.016424,0.008577,1.77,0.002015,0.003795,19.63,0.505844,10.59,9.97,9.71,3.27,-1.7,-3.49
839,0.003004,0.021371,0.006517,4.45,0.002288,0.003406,21.45,0.149837,9.79,10.67,10.23,3.93,2.09,-1.40000000000001
840,0.009032,0.024965,0.008821,9.46,0.001543,0.00278,20.99,0.456649,10.04,9.63,9.31,-0.45,4.98,-4.40000000000001
841,0.006194,0.018177,0.010069,13.34,0.002873,0.003668,18.88,0.238515,9.04,10.24,10.52,0.01,-3.63,2.19
842,0.003525,0.017223,0.01159,6.31,0.002201,0.002902,19.03,0.202515,10.01,9.68,9.8,4.42,3.49,2.3
843,0.009147,0.019586,0.010374,10.57,0.001379,0.002233,20.44,0.428045,10.52,10.16,10.71,1.23,-1.64,-1.26000000000001
844,0.00966,0.020281,0.006821,1.64,0.001967,0.002967,19.88,0.585551,10.27,10.71,10.05,4.81,2.52,2.34
845,0.003065,0.016617,0.013068,15.52,0.002641,0.003609,21.99,0.117426,9.27,9.16,9.75,-4.39,-3.9,-4.5
846,0.003607,0.021798,0.012024,18.19,0.002913,0.003216,19.18,0.534853,10.1,10.45,10.3,-2.79,4.92,-0.379999999999995
847,0.011629,0.01501,0.008276,4.64,0.001741,0.002359,21.2,0.191468,9.09,9.93,9.5,2.99,-3.69,2.56
848,0.007294,0.017374,0.006568,16.12,0.001714,0.002599,21.23,0.23205,10.41,10.69,10.29,3.58,4.71,-2.72
849,0.005586,0.018604,0.005815,9.57,0.002498,0.003983,20.74,0.353497,10.85,10.89,10.96,-1.39,-0.8,0.719999999999999
850,0.004953,0.020926,0.014298,2.73,0.001251,0.003635,19.26,0.500979,10.21,9.1,10.83,-0.51,-2.81,-3.02
851,0.007811,0.017265,0.00555,18.85,0.002079,0.002805,21.37,0.219606,9.22,10.53,9.1,0.31,3.92,0.219999999999999
852,0.004245,0.018983,0.007855,13.8,0.001838,0.003431,20.82,0.385419,10.97,9.53,10.43,-4.07,1.81,3.38
853,0.002433,0.023851,0.007044,12.4,0.001612,0.003761,18.01,0.23364,9.67,10.82,9.88,-3.71,-1.89,1.72
854,0.00851,0.022445,0.009505,17.43,0.002369,0.002385,19.56,0.559854,10.42,9.87,10.58,1.91,-4.78,4.95999999999999
855,0.006765,0.015659,0.010752,0.98,0.001039,0.003055,21.57,0.152764,9.41,10.26,9.35,-2.34,3.51,-2.18000000000001
856,0.006503,0.021932,0.005079,12.59,0.002696,0.002735,20.26,0.539805,9.13,9.95,9.26,-3.07,-1.02,-0.189999999999998
857,0.010711,0.024275,0.007696,17.58,0.001441,0.003111,21.81,0.252715,10.88,10.99,10.21,1.3,-3.13,-3.44
858,0.002065,0.017626,0.011448,4.01,0.002143,0.002441,19.82,0.471593,9.88,9.39,9.98,-1.66,4.52,1.22
859,0.004022,0.022669,0.013451,2.28,0.002432,0.002861,21.01,0.303244,10.73,10.23,10.46,-1.14,-4.28,3.97
860,0.011242,0.019145,0.007198,16.14,0.00123,0.003691,19.12,0.397839,9.74,9.65,9.73,0.88,3.06,-1.77
861,0.00819,0.020951,0.011224,7.25,0.001674,0.003485,20.55,0.488802,9.49,9.22,9.02,4.48,-1.55,2.13
862,0.004546,0.017114,0.009972,11.21,0.002969,0.002065,18.57,0.208161,10.49,10.66,10.81,-4.75,0.16,-4.94
863,0.005183,0.024919,0.01022,16.8,0.001779,0.002287,21.43,0.342002,10.57,9.32,10.94,-3.39,3.42,1.3
864,0.007553,0.018267,0.008967,0.37,0.002575,0.003145,19.45,0.372632,9.57,10.8,9.14,3.66,-4.54,-4.12
865,0.003389,0.015612,0.00635,5.42,0.00132,0.002521,18.99,0.171357,10.32,9.76,10.34,-1.96,-2.42,-2.29000000000001
866,0.002702,0.020344,0.008742,8.37,0.001109,0.002164,20.18,0.574167,9.06,10.6,9.85,-0.2,1.25,-2.5
867,0.009354,0.023312,0.005969,3.35,0.002848,0.003538,21.63,0.283293,10.81,9.59,10.68,4.18,4.15,-0.75
868,0.005871,0.019785,0.014721,19.49,0.001553,0.002895,19.74,0.439183,9.81,10.04,9.39,-3.82,-2.87,3.59
869,0.005929,0.020117,0.011799,10.9,0.002448,0.002536,21.87,0.380234,10.19,9.66,9.54,3.19,3.82,-2.68000000000001
870,0.009336,0.016769,0.008051,6.89,0.001151,0.003898,19.76,0.348131,9.18,10.22,10.28,-3.54,-2.58,0.480000000000004
871,0.002878,0.019425,0.005356,2.01,0.002892,0.002272,18.3,0.506414,10.93,9.23,9.2,2.09,-0.32,3.73
872,0.003411,0.024615,0.009545,4.35,0.002681,0.002911,20.61,0.112417,9.7,10.39,10.75,0.09,0.86,1.48
873,0.007378,0.021646,0.007007,9.24,0.001424,0.003287,21.08,0.430612,10.45,9.42,9.8,-4.28,3.6,4.64
874,0.005397,0.015173,0.013254,12.96,0.002222,0.002148,19.06,0.274226,9.45,10.95,10.03,4.01,-4.99,-2.42
875,0.004759,0.02311,0.006624,19.81,0.00103,0.002488,20.94,0.142384,9.61,9.04,10.16,2.89,-1.72,3.8
876,0.008015,0.018822,0.012872,3.6,0.002328,0.003064,18.92,0.54875,10.61,10.59,9.92,-2.61,0.61,-1.64
877,0.011183,0.020766,0.00932,14.72,0.002771,0.003862,21.5,0.464608,10.37,10.03,9.32,-1.49,-3.98,1.95999999999999
878,0.004043,0.017415,0.010567,8.73,0.001566,0.002688,19.39,0.24621,9.36,9.6,10.62,1.76,2.72,-4.8
879,0.002241,0.022294,0.014522,5.13,0.001856,0.002112,21.7,0.405809,10,10.76,9.07,1.02,-3.58,-0.019999999999996
880,0.010494,0.015818,0.005774,11.41,0.00256,0.003438,19.68,0.31267,9.01,9.36,10.87,-0.67,4.69,2.84
881,0.008704,0.024013,0.012061,0.02,0.002102,0.003738,20.24,0.200681,9.75,9.8,10.4,-4.61,-0.69,-3.26000000000001
882,0.006561,0.01785,0.008314,16.56,0.001303,0.002814,18.13,0.482794,10.75,10.32,9.67,4.95,1.96,1.08
883,0.006939,0.024116,0.012718,9.88,0.00296,0.003384,19.95,0.212917,10.54,9.89,9.69,0.45,-4.45,1.58
884,0.008295,0.017777,0.006465,13.58,0.001632,0.002058,21.93,0.49381,9.55,10.49,10.49,-0.02,3.22,-3.76000000000001
885,0.010272,0.022085,0.010101,4.97,0.001217,0.002758,18.49,0.394547,9.29,10.93,10.77,-3.92,-2.34,4.83
886,0.002493,0.016058,0.008849,18.46,0.002387,0.003682,20.38,0.300676,10.29,9.45,9.03,4.35,0.95,-2
887,0.00446,0.021112,0.006241,15.18,0.002161,0.003008,18.69,0.445596,9.09,10.16,10.52,3.45,-0.25,-2.88
888,0.007754,0.022519,0.008468,10.29,0.001922,0.002634,19.25,0.162374,10.84,9.15,9.94,-2.18,-2.99,-1.05
889,0.004972,0.019305,0.01222,6.26,0.002748,0.003808,21.14,0.568008,9.84,10.72,10.24,2.37,4.37,3.20999999999999
890,0.005605,0.021475,0.00758,0.66,0.001503,0.003594,18.86,0.418556,9.22,9.26,10.12,0.78,2.36,-0.519999999999996
891,0.007122,0.015451,0.011333,17.17,0.002831,0.002982,20.75,0.262903,10.22,10.87,9.82,-0.97,-1.24,2.73
892,0.011451,0.024756,0.005197,5.75,0.002258,0.002218,19.33,0.123493,10.97,10.3,9.41,-4.85,4.62,-3.68000000000001
893,0.003823,0.01842,0.01395,12.05,0.001088,0.003356,21.31,0.593092,9.97,9.83,10.64,4.66,-3.35,0.900000000000006
894,0.003125,0.02316,0.010952,14.09,0.00136,0.003967,19.62,0.182462,10.65,10.53,9.16,2.5,2.96,4.24
895,0.00964,0.019949,0.009699,8.12,0.002032,0.002606,21.51,0.526343,9.64,9.09,10.89,-2.94,-4.08,-1.43000000000001
896,0.006302,0.016355,0.007473,2.97,0.001793,0.003232,20.05,0.329181,10.39,10.1,9.57,1.44,-1.34,-4.67
897,0.006297,0.02145,0.011644,9.37,0.002842,0.002145,20.3,0.348336,9.92,10.91,9.36,-4.95,1.13,3.56999999999999
898,0.008928,0.015446,0.007891,12.84,0.001516,0.003287,18.31,0.379938,10.92,9.46,10.57,4.61,-2.48,-0.760000000000005
899,0.00313,0.018415,0.005509,17.95,0.002255,0.002913,19.87,0.163069,9.17,10.47,9.9,-1.02,-4.59,-2.52
900,0.003818,0.023126,0.009385,15.92,0.002043,0.002271,21.06,0.580503,10.47,9.14,10.41,-1.76,4.2,-2.27
901,0.007126,0.02047,0.007159,10.8,0.001788,0.003895,20.5,0.274034,9.72,10.18,9.11,2.61,1.31,-4.09999999999999
902,0.005609,0.01634,0.013411,7,0.002616,0.002538,18.61,0.430896,10.71,9.7,10.81,-2.89,-0.11,1.31999999999999
903,0.004977,0.024131,0.006779,0.15,0.001636,0.002815,21.39,0.549069,10.34,10.28,10.94,-4,-3.18,-4.95999999999999
904,0.007759,0.017811,0.013032,16.43,0.002963,0.003735,19.5,0.142218,9.35,9.84,9.23,4.28,4.48,2.12
905,0.010809,0.022099,0.009163,5.01,0.002376,0.003441,20.93,0.246384,9.6,9.27,9.52,0.37,-1.07,-1.79000000000001
906,0.004455,0.016092,0.010414,11.54,0.001204,0.002111,18.94,0.464281,10.6,10.85,10.29,-0.09,2.22,3.95
907,0.002498,0.021117,0.014682,14.83,0.001494,0.002691,20.13,0.312509,9.77,9.51,9.77,-2.09,-1.51,1.23999999999999
908,0.010277,0.016985,0.00593,8.63,0.002164,0.003861,18.23,0.406123,10.77,10.12,10.04,2.44,0.21,-3.42
909,0.008291,0.022524,0.011909,19.71,0.002737,0.003065,21.69,0.482473,10.02,10.55,10.69,3.54,-4.25,3
910,0.006934,0.019329,0.008156,3.72,0.001909,0.002485,19.7,0.20085,9.02,9.08,9.49,-3.19,3.1,-0.170000000000002
911,0.006567,0.023105,0.012561,10.16,0.002316,0.003805,18.38,0.493672,9.31,10.63,9.4,-1.44,-0.5,-2.16
912,0.008709,0.018797,0.006313,6.38,0.001018,0.002635,20.48,0.21327,10.31,9.24,10.67,1.87,1.84,4.98
913,0.010489,0.020761,0.010256,15.3,0.001571,0.002431,19.94,0.300331,10.56,9.67,10.08,2.93,-2.76,-3.92
914,0.002236,0.017391,0.009009,1.27,0.002775,0.003011,21.95,0.394678,9.56,10.2,9.87,-2.5,3.95,1.73999999999999
915,0.004048,0.022279,0.006088,4.85,0.002549,0.003681,19.14,0.226335,10.82,9.41,10.32,-4.66,-4.81,3.36
916,0.00801,0.023998,0.008628,9.98,0.001307,0.002055,18.67,0.568143,9.07,10.4,9.15,0.97,-1.92,0.200000000000003
917,0.004754,0.017815,0.012375,13.47,0.002105,0.003385,20.69,0.162024,10.08,9.97,10.92,-0.78,0.73,-3.04000000000001
918,0.005391,0.020152,0.007737,19.07,0.001147,0.003233,19.31,0.26265,10.99,10.01,10.79,-2.37,2.54,0.739999999999995
919,0.007372,0.016784,0.011485,3.1,0.002445,0.002341,21.32,0.418779,9.98,9.61,9.02,2.18,-3.85,-3.53
920,0.01182,0.023746,0.005042,14.21,0.002904,0.002609,18.75,0.592862,9.24,9.05,9.75,3.26,0.43,2.58
921,0.003416,0.01944,0.01379,7.99,0.0017,0.003967,20.86,0.123754,10.24,10.57,10.45,-3.45,-1.59,-0.359999999999999
922,0.002873,0.02464,0.011105,5.64,0.001973,0.003359,18.05,0.526571,9.38,9.79,10,-4.35,2.13,-4.52
923,0.009852,0.018459,0.009856,12.15,0.002678,0.002216,20.06,0.182204,10.38,10.34,10.2,3.92,-0.82,2.31999999999999
924,0.005934,0.015178,0.007318,17.06,0.001436,0.00359,21.62,0.359828,9.63,9.35,9.28,-0.46,-3.71,4.08
925,0.005876,0.024885,0.009278,13.17,0.002563,0.003982,19.99,0.427848,10.26,10.97,9.68,2.33,4.66,-4.66
926,0.009359,0.018253,0.010531,9.62,0.001767,0.002594,21.89,0.271222,9.25,9.4,10.39,-1.91,-3.31,2.5
927,0.010068,0.021291,0.006661,18.24,0.001323,0.002356,18.44,0.117129,9.5,9.97,10.86,-3.29,2.39,-1.41
928,0.002697,0.015597,0.012913,4.6,0.002026,0.003218,20.43,0.585756,10.5,10.41,9.09,3.71,-1.2,4.25
929,0.003394,0.020319,0.012181,1.62,0.002299,0.003606,18.74,0.191751,9.86,9.2,10.61,4.07,0.02,0.879999999999996
930,0.01188,0.0165,0.008428,15.55,0.001097,0.002967,20.63,0.534661,10.86,10.67,9.34,-3.87,-1.38,-3.7
931,0.007548,0.023288,0.014407,6.67,0.001556,0.002232,19.2,0.353697,10.11,10.24,9.93,-0.31,2.92,2.70999999999999
932,0.003041,0.01929,0.014775,7.47,0.002828,0.003414,18.91,0.185233,10.48,9.38,9.29,0.92,4.77,-2.37
933,0.005356,0.022915,0.005611,15.2,0.002645,0.002171,20.58,0.309135,10.76,9.25,9.45,0.84,-1.91,-1.29000000000001
934,0.007418,0.018942,0.014364,1.34,0.001943,0.003278,18.53,0.403485,9.76,10.63,10.72,-1.2,0.75,4.13
935,0.004027,0.01765,0.00801,6,0.001453,0.003758,21.26,0.292364,9.2,10.79,10.73,2.79,3.25,-2.87
936,0.002059,0.022684,0.006886,7.71,0.001227,0.003432,19.57,0.451956,10.43,9.57,9.22,4.39,-3.01,-2.02
937,0.002951,0.02405,0.005718,12.64,0.002243,0.003585,18.4,0.214841,10.96,10.9,10.7,-0.13,-1.74,-4.22
938,0.006508,0.017148,0.010912,18.83,0.001685,0.003634,20,0.559692,10.68,9.01,9.56,0.81,1.43,1.56
939,0.006761,0.020911,0.005239,7.3,0.002092,0.002064,21.82,0.134066,10.89,10.7,9.58,3.82,-4.04,1.06
940,0.010297,0.022942,0.007544,2.23,0.001835,0.003688,20.37,0.471945,9.14,9.74,10.88,-0.55,-1.77,2.81999999999999
941,0.002437,0.018949,0.011291,16.18,0.002507,0.002862,18.26,0.252576,10.15,10.14,9.18,0.2,0.58,-0.0400000000000063
942,0.00424,0.023846,0.013606,17.6,0.002797,0.002438,20.57,0.39749,9.47,9.47,10.63,1.96,-0.66,-4.78
943,0.010987,0.017978,0.007357,3.98,0.001623,0.003112,18.55,0.30338,10.47,10.9,9.43,-2.23,2.01,1.98
944,0.007816,0.02244,0.011066,12.55,0.001036,0.003814,21.12,0.208017,10.72,10.46,9.83,-3.66,-3.55,-1.62
945,0.004958,0.015635,0.009819,8.99,0.002365,0.002738,19.01,0.489159,9.72,9.91,10.09,3.4,4.74,3.81
946,0.00559,0.023586,0.01006,3.39,0.001383,0.002898,20.99,0.372893,9.34,10.08,10.22,4.75,1.67,-2.44
947,0.007183,0.019591,0.008812,19.44,0.002213,0.003536,18.88,0.341771,10.34,9.55,9.95,-4.48,-0.36,4.62
948,0.003603,0.016622,0.006507,14.47,0.001956,0.00216,19.43,0.51571,9.59,10.51,10.5,1.14,-2.63,1.45999999999999
949,0.00307,0.021833,0.008587,11.82,0.001744,0.002522,21.74,0.105074,10.8,9.85,9.05,1.66,3.64,3.74
950,0.009142,0.024489,0.006127,16.77,0.002485,0.003148,20.19,0.438925,9.04,10.84,10.47,-2.72,0.91,0.5
951,0.006123,0.018618,0.014873,0.4,0.001157,0.002287,18.18,0.28352,10.04,9.28,9.71,3.08,-2.07,-2.66
952,0.006199,0.023394,0.005805,19.64,0.001758,0.002708,18.63,0.249609,10.52,10.8,10.31,-3.53,3.84,-0.819999999999993
953,0.009765,0.020424,0.008266,14.59,0.002003,0.003082,19.18,0.54439,9.27,9.76,9.23,2.1,1.58,-2.81
954,0.002999,0.016429,0.012014,8.21,0.001331,0.002475,21.2,0.138992,10.27,10.36,10.97,-2.44,-0.46,0.590000000000003
955,0.003717,0.021405,0.013078,5.58,0.001119,0.002833,19.89,0.486171,9.09,9.03,9.48,-0.38,0.85,4.59999999999999
956,0.011558,0.015535,0.006831,11.63,0.002293,0.003725,22,0.205056,10.1,10.6,10.72,0.1,-2.12,-2.40000000000001
957,0.007244,0.024999,0.010383,0.52,0.002861,0.003459,18.43,0.308303,10.85,10.04,10.06,4,3.74,1.51000000000001
958,0.00548,0.018191,0.009135,16.66,0.001532,0.002101,20.44,0.402425,9.85,9.59,9.76,-4.28,-4.86,-4.31
959,0.004863,0.021026,0.010742,11.04,0.002716,0.002254,19.56,0.51858,9.21,10.42,9.89,-2.58,-1.87,1.93000000000001
960,0.007862,0.017033,0.009495,7.42,0.001887,0.003174,21.57,0.174476,10.21,9.95,10.18,2.86,0.49,-4.75
961,0.00433,0.019064,0.007034,2.43,0.002132,0.002548,20.11,0.368061,9.96,10.99,9.36,-1.52,2.75,-1.66
962,0.002381,0.024352,0.007865,3.86,0.002422,0.002127,18.8,0.286415,10.67,9.65,10.84,-0.7,-3.46,-3.13
963,0.010383,0.017546,0.011611,17.72,0.001249,0.003297,20.82,0.4418,9.67,10.23,9.11,1.05,4.84,0.969999999999999
964,0.008424,0.022008,0.005559,8.8,0.001661,0.003503,19.26,0.569599,9.42,10.66,9.63,4.92,-0.72,-0.120000000000005
965,0.006812,0.01614,0.014307,12.75,0.002989,0.002923,21.37,0.100236,10.42,9.22,10.43,-4.58,1.95,2.95999999999999
966,0.006438,0.022363,0.009962,1.15,0.001271,0.003368,20.55,0.588671,10.13,10.53,10.45,-0.01,-4.45,4.72
967,0.008827,0.015734,0.011214,17.27,0.002067,0.002198,18.57,0.120041,9.13,9.1,9.72,0.45,3.19,-1.88
968,0.010601,0.02377,0.007188,6.19,0.00253,0.002993,21.01,0.266364,9.88,9.53,9,4.36,-2.19,1.72
969,0.002135,0.018078,0.013441,12.26,0.001827,0.003572,19.12,0.42297,10.88,10.09,10.8,-3.93,1.08,-3.87
970,0.003917,0.022877,0.011458,13.95,0.001601,0.003243,21.81,0.324752,9.74,9.3,9.26,-3.27,-0.22,-1
971,0.011308,0.01906,0.007706,7.59,0.002803,0.002323,19.82,0.356618,10.74,10.83,10.55,3.46,1.49,3.18000000000001
972,0.008119,0.020845,0.013841,19.02,0.002356,0.002619,20.25,0.529781,10.49,10.26,10.21,2.35,-3.11,-2.92
973,0.004656,0.017341,0.005088,2.56,0.00106,0.003949,18.36,0.186898,9.49,9.87,9.97,-2.16,4.22,0.0999999999999943
974,0.005269,0.02438,0.014711,9.42,0.002188,0.003672,21.64,0.289412,9.57,10.16,9.85,-0.94,2.49,-3.65000000000001
975,0.007506,0.018685,0.005959,13.36,0.001393,0.002779,19.75,0.382313,10.58,9.72,10.08,0.75,-1.1,0.840000000000003
976,0.003299,0.015091,0.008732,18.35,0.002651,0.003403,18.19,0.22419,9.33,10.71,9.38,-4.88,-3.37,2.76000000000001
977,0.002748,0.020204,0.006359,15.35,0.002924,0.003795,20.88,0.556751,10.06,9.93,10.93,-2.97,2.82,2.34999999999999
978,0.009444,0.023486,0.008976,10.42,0.001181,0.002421,21.43,0.238227,9.81,10.89,9.59,1.41,0.08,4.34
979,0.00582,0.019666,0.010229,6.78,0.002477,0.003029,19.45,0.456845,10.8,9.49,10.33,-1.84,-1.32,-1.55
980,0.005995,0.020584,0.013244,2.83,0.001522,0.003419,21.08,0.389855,9.18,10.87,10.73,1.23,0.37,2.20999999999999
981,0.009231,0.016279,0.006997,19.35,0.00282,0.00203,19.06,0.295482,10.19,9.26,9.44,-0.8,-1.64,-4.39
982,0.009966,0.02324,0.010783,7.96,0.002278,0.002795,20.61,0.21616,10.93,9.82,9.79,-4.4,2.64,4.2
983,0.002807,0.019872,0.009535,14.26,0.001075,0.003656,18.5,0.496551,9.94,10.3,10.02,4.83,-3.75,-1.38
984,0.003516,0.024837,0.005366,11.88,0.001348,0.003044,20.31,0.157177,10.7,9.09,9.54,2.99,4.93,-3.51000000000001
985,0.007448,0.021556,0.00806,17.03,0.002609,0.002668,21.87,0.448334,9.45,10.1,10.99,-1.38,2.03,-0.420000000000002
986,0.005286,0.015376,0.011809,0.81,0.001811,0.00378,19.76,0.22922,10.45,9.53,9.19,1.58,-0.92,2.58
987,0.004673,0.022595,0.008304,6.42,0.002941,0.003619,20.24,0.128674,10.61,10.49,9.07,0.27,-2.66,-1.14
988,0.008061,0.019225,0.012051,10.12,0.001643,0.002946,18.13,0.5978,9.61,9.89,10.86,-0.48,4.05,3.36
989,0.011132,0.021189,0.005764,1.55,0.001196,0.002245,21.7,0.415803,9.36,9.45,10.4,-4.1,-0.56,-3.06
990,0.004134,0.016881,0.014512,15.04,0.0024,0.003321,19.69,0.259677,10.37,10.93,9.66,3.9,1.78,0.269999999999996
991,0.002194,0.02216,0.010576,18.6,0.002174,0.003996,21.5,0.364769,9.01,9.71,10.15,3.32,-2.02,4.86
992,0.010579,0.015977,0.009329,4.82,0.001469,0.002572,19.39,0.334361,10,10.16,9.91,-3.74,0.63,-2.06
993,0.008614,0.024191,0.012882,13.75,0.001932,0.00237,20.94,0.179234,10.76,10.72,9.31,-2.31,-4.75,1.84999999999999
994,0.006613,0.017696,0.006633,9.71,0.00273,0.003196,18.92,0.523589,9.75,9.16,10.61,1.88,3.52,-4.05
995,0.009107,0.02233,0.008336,17.51,0.001988,0.002209,19.91,0.392625,9.21,9.92,9.78,4.24,-4.01,-2.47
996,0.008406,0.017926,0.008458,0.19,0.002338,0.003925,21.14,0.511596,10.54,9.04,9.29,-3.06,2.28,1.11
997,0.002559,0.015895,0.00623,5.28,0.001579,0.002301,20.67,0.345378,9.29,10.03,10.25,1.31,4.39,3.09999999999999
998,0.00435,0.020685,0.008858,8.59,0.001869,0.002876,18.49,0.435791,10.09,9.36,9.7,0.89,-4.31,2.09999999999999
999,0.010885,0.017491,0.01011,14.87,0.002539,0.00355,20.38,0.278933,9.09,10.77,10.5,-1.15,3.04,-4.88
1000,0.007688,0.023029,0.006475,3.44,0.002112,0.00325,19.95,0.109661,9.84,10.32,10.78,-4.74,-1.42,4.01000000000001
1001,0.005077,0.018897,0.012728,19.98,0.001285,0.002174,21.94,0.577566,10.84,9.8,9.04,4.47,0.31,-1.8
1002,0.005695,0.02157,0.007463,13.11,0.002467,0.002459,18.06,0.459413,10.22,10.22,9.17,3.64,3.3,4.42
1003,0.00707,0.015253,0.013715,9.09,0.00114,0.003098,20.05,0.241519,9.22,9.66,10.9,-3.37,-4.69,-2.26000000000001
1004,0.00575,0.022043,0.006414,12.35,0.001065,0.002918,20.15,0.411636,10.5,9.77,10.07,-0.74,-0.27,2.69
1005,0.003738,0.018534,0.010942,4.18,0.00288,0.002724,21.51,0.551994,10.97,10.65,9.58,2.26,-2.42,-4.18000000000001
1006,0.003176,0.023636,0.013959,2.18,0.002668,0.002086,19.33,0.195988,9.64,9.99,10.12,0.58,1.41,-0.640000000000001
1007,0.00955,0.019506,0.005207,15.65,0.001998,0.003474,21.31,0.477598,10.65,10.39,9.82,-0.23,-0.02,3.47
1008,0.009018,0.020043,0.011342,7.04,0.001413,0.00371,18.86,0.40905,10.39,10.95,9.42,-3.79,4.14,-2.64
1009,0.006256,0.01685,0.007589,10.75,0.002241,0.002848,20.75,0.315409,9.4,9.42,10.65,4.15,-2.91,0.459999999999994
1010,0.009153,0.016947,0.012392,2.38,0.001089,0.002788,19.4,0.359255,9.73,10.43,10.24,-4.71,1.88,-4.37
1011,0.008968,0.017585,0.005144,11.47,0.002013,0.002352,21.54,0.457433,10.83,10.29,9.18,-3.63,3.07,1.27
1012,0.009521,0.02189,0.011431,0.05,0.002586,0.002583,18.1,0.553966,10.08,10.86,9.59,-2.19,-1.53,-2.33
1013,0.003243,0.016179,0.007684,16.5,0.001756,0.003976,20.02,0.147119,9.08,9.27,10.36,1.99,0.18,4.51000000000001
1014,0.003785,0.020988,0.007264,19.79,0.001546,0.003332,18.83,0.502962,10.29,10.12,9.84,0.17,-1.04,0.390000000000001
1015,0.007001,0.022706,0.009959,14.74,0.002287,0.002958,19.36,0.29006,9.54,9.07,10.63,-4.21,-3.15,3.55
1016,0.005725,0.019182,0.011207,8.68,0.001113,0.003601,21.28,0.383678,10.53,10.56,9.43,3.79,4.5,-0.709999999999994
1017,0.005088,0.021289,0.008915,4.34,0.002134,0.003753,18.72,0.533054,10.4,9.45,9.31,3.11,1.27,3.01000000000001
1018,0.007638,0.015575,0.010163,17.88,0.001462,0.002673,20.64,0.189424,9.41,10.92,10.51,-2.68,-0.12,-0.230000000000004
1019,0.010857,0.024882,0.006377,9.27,0.001877,0.002377,19.22,0.323936,9.65,10.48,10.23,-1.27,4.16,1.17
1020,0.004417,0.018231,0.012624,12.91,0.002707,0.003047,21.17,0.355542,10.65,9.89,9.97,1.69,-2.85,-3.39
1021,0.002606,0.023354,0.012439,10.89,0.002995,0.003628,19.98,0.265227,9.98,10.74,10.48,1.11,3.4,-1.73
1022,0.010159,0.019827,0.008691,6.95,0.001667,0.002797,21.9,0.422092,10.98,9.13,9.72,-0.91,-4.55,3.93000000000001
1023,0.006899,0.016546,0.005996,1.96,0.002408,0.003423,20.41,0.123375,9.23,10.19,10.76,4.71,-2.44,2.17
1024,0.006683,0.020244,0.010322,14.1,0.001814,0.002869,21.73,0.572368,9.44,9.62,10.85,0.54,4.9,0.180000000000007
